City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,murghob,38.1702,73.9667,2.61,51,100,2.84,TJ,1714202983
363,happy valley-goose bay,53.3168,-60.3315,-8.85,89,5,2.45,CA,1714202983
364,yaren,-0.5472,166.916,28.82,80,100,4.21,NR,1714202984
365,puerto armuelles,8.2833,-82.8667,25.12,88,100,2.2,PA,1714202943
366,fuglafjordur,62.244,-6.814,3.77,87,100,2.49,FO,1714202985
367,ramanuj ganj,23.8,83.7,41.14,13,32,5.68,IN,1714202985
368,porbandar,21.6422,69.6093,32.04,45,91,5.47,IN,1714202986
369,coquimbo,-29.9533,-71.3436,14.63,76,63,2.58,CL,1714202986
370,whitby,54.4877,-0.615,6.47,77,96,3.94,GB,1714202987
371,manokwari,-0.8667,134.0833,29.76,71,6,4.07,ID,1714202987
372,neiafu,-18.65,-173.9833,27.81,84,1,5.94,TO,1714202988
373,nakuru,-0.2833,36.0667,20.76,71,95,0.23,KE,1714202988
374,abepura,-2.6333,140.5833,27.35,82,100,1.82,ID,1714202989
375,carnarvon,-24.8667,113.6333,26.83,56,0,6.03,AU,1714202990
376,evinayong,1.4368,10.5512,22.86,93,100,0.52,GQ,1714202990
377,pimentel,-6.8367,-79.9342,20.2,84,99,3.87,PE,1714202991
378,ribeira brava,32.65,-17.0667,15.15,71,42,3.6,PT,1714202991
379,carutapera,-1.195,-46.02,23.92,93,86,0.71,BR,1714202992
380,otavalo,0.2333,-78.2667,12.7,94,76,0.25,EC,1714202992
381,port augusta,-32.5,137.7667,21.21,29,99,1.22,AU,1714202875
382,charlestown,-32.95,151.6667,18.47,72,0,1.91,AU,1714202993
383,callao,-12.0667,-77.15,19.71,89,72,2.61,PE,1714202994
384,pacific grove,36.6177,-121.9166,11.56,83,5,8.15,US,1714202918
385,morehead city,34.7229,-76.726,15.09,87,63,4.36,US,1714202995
386,fallon,39.4735,-118.7774,9.7,44,6,8.03,US,1714202995
387,san pedro,14.35,121.0167,34.54,47,59,1.6,PH,1714202996
388,jaithari,23.2333,78.6167,38.95,18,100,3.37,IN,1714202997
389,kirakira,-10.4544,161.9205,27.93,86,100,3.16,SB,1714202997
390,barra de santo antonio,-9.4047,-35.5072,26.53,83,42,5.05,BR,1714202998
391,tura,25.5198,90.2201,39.85,19,11,5.0,IN,1714202998
392,kapuskasing,49.4169,-82.4331,3.46,67,97,3.75,CA,1714202999
393,menongue,-14.6585,17.691,20.62,40,5,2.46,AO,1714202999
394,vilyuchinsk,52.9306,158.4028,2.94,99,100,1.9,RU,1714203000
395,shirochanka,46.6497,38.3978,21.75,62,74,4.12,RU,1714203000
396,n'dalatando,-9.2978,14.9116,23.7,65,52,2.59,AO,1714203001
397,hiratacho,35.4333,132.8167,20.28,70,47,0.73,JP,1714203001
398,tofol,5.3248,163.0078,28.36,81,100,9.25,FM,1714203002
399,amol,36.4696,52.3507,25.85,36,0,3.78,IR,1714203003
400,nakhon phanom,17.3333,104.4167,44.61,14,0,4.98,TH,1714203003
401,minas de marcona,-15.2119,-75.1103,16.1,80,100,2.6,PE,1714203004
402,villa de leyva,5.645,-73.5667,13.98,95,100,1.15,CO,1714203004
403,guarapari,-20.6667,-40.4975,23.29,77,97,0.94,BR,1714202881
404,dunedin,-45.8742,170.5036,11.74,80,100,5.01,NZ,1714202889
405,copala,16.65,-98.9833,25.0,82,1,2.39,MX,1714203006
406,yasinya,48.2794,24.3604,12.7,49,44,2.29,UA,1714203006
407,panaba,21.2833,-88.2667,23.22,88,60,4.31,MX,1714203007
408,sa'dah,16.9402,43.7639,24.55,29,2,0.74,YE,1714203007
409,karagandy,49.8019,73.1021,11.75,17,47,7.12,KZ,1714203008
410,gao,16.6362,1.637,35.42,7,31,5.77,ML,1714203008
411,la maddalena,41.2142,9.4083,15.46,80,100,3.6,IT,1714203009
412,tromso,69.6496,18.957,1.85,89,13,2.25,NO,1714203010
413,wellington,-41.2866,174.7756,11.52,72,2,3.4,NZ,1714202809
414,rio grande,-32.035,-52.0986,20.93,98,100,3.53,BR,1714203011
415,galliano,29.4422,-90.2992,23.13,84,100,7.0,US,1714203011
416,kencong,-8.2833,113.3667,28.85,80,99,3.38,ID,1714203012
417,melfort,52.8667,-104.6177,2.16,50,8,5.1,CA,1714203012
418,koungou,-12.7336,45.2042,28.04,74,91,2.98,YT,1714203013
419,chioggia,45.2256,12.2889,13.2,78,23,5.28,IT,1714203013
420,shingu,33.7333,135.9833,16.82,95,100,1.56,JP,1714203014
421,mirny,62.5353,113.9611,-0.2,85,100,2.1,RU,1714203014
422,vadso,70.0744,29.7487,0.41,81,99,7.17,NO,1714203015
423,lensk,60.7253,114.9278,1.57,91,100,3.68,RU,1714203016
424,hadibu,12.65,54.0333,30.37,58,5,3.38,YE,1714203016
425,itaituba,-4.2761,-55.9836,22.66,100,87,0.45,BR,1714203017
426,juegang,32.3174,121.1855,17.9,85,100,5.29,CN,1714203017
427,enewetak,11.3474,162.3373,27.57,73,75,8.48,MH,1714203018
428,kaa-khem,51.6833,94.7333,9.15,40,87,1.26,RU,1714203018
429,dazhou,31.2159,107.5009,25.5,62,99,1.73,CN,1714203019
430,luanda,-8.8368,13.2343,27.56,82,98,3.43,AO,1714203020
431,mogocha,53.7333,119.7667,3.07,31,100,4.79,RU,1714203020
432,ianca,45.1333,27.45,16.93,53,15,2.53,RO,1714203021
433,chernyshevsk,52.5243,117.0174,7.45,21,100,5.35,RU,1714203021
434,ivdel',60.6911,60.4206,12.34,72,100,2.9,RU,1714203022
435,saint-georges,12.0564,-61.7485,26.7,74,100,5.0,GD,1714203022
436,pumiao,22.75,108.4833,32.4,62,10,4.53,CN,1714203023
437,poronaysk,49.2167,143.1167,13.28,39,99,4.17,RU,1714203023
438,benghazi,32.1167,20.0667,22.16,39,93,6.09,LY,1714203024
439,sajir,25.1825,44.5996,32.24,19,87,3.8,SA,1714203024
440,ballina,-28.8667,153.5667,19.43,77,3,4.06,AU,1714203025
441,ati,13.2154,18.3353,36.91,10,6,5.63,TD,1714203026
442,kupang,-10.1667,123.5833,29.87,72,100,5.95,ID,1714203026
443,nagqu,31.5,92.0,6.58,22,100,5.66,CN,1714203027
444,thinadhoo,0.5333,72.9333,29.81,72,100,1.85,MV,1714203027
445,akureyri,65.6835,-18.0878,0.93,94,86,3.13,IS,1714203028
446,pauini,-7.7136,-66.9764,23.22,98,100,1.0,BR,1714203028
447,shimoda,34.6667,138.95,17.0,90,100,4.29,JP,1714203029
448,laojunmiao,39.8333,97.7333,13.58,36,49,5.74,CN,1714203029
449,vallenar,-28.5708,-70.7581,17.06,46,98,1.13,CL,1714203030
450,rada tilly,-45.9333,-67.5333,7.69,51,42,13.46,AR,1714203031
451,knyaginino,55.8228,45.0349,20.45,62,100,6.8,RU,1714203031
452,veinticinco de mayo,-35.4323,-60.1727,9.99,86,87,2.84,AR,1714203032
453,shohimardon,39.9839,71.8028,10.72,82,100,0.1,UZ,1714203032
454,zaragoza,41.6561,-0.8773,17.04,50,99,6.73,ES,1714203033
455,camocim,-2.9022,-40.8411,24.78,93,100,3.87,BR,1714203034
456,ghat,24.9647,10.1728,32.4,9,15,0.25,LY,1714203034
457,horta,38.5333,-28.6333,13.91,69,96,7.53,PT,1714203035
458,palmer,42.1584,-72.3287,2.21,90,0,1.71,US,1714203035
459,lata,40.1629,-8.3327,8.19,90,94,2.4,PT,1714203036
460,taulaga,-11.0553,-171.0883,29.39,77,16,5.58,AS,1714203036
461,gorontalo,0.5412,123.0595,26.46,94,100,0.57,ID,1714203037
462,luderitz,-26.6481,15.1594,20.25,55,5,1.0,NA,1714203038
463,jamsankoski,61.919,25.1701,3.77,76,100,3.44,FI,1714203039
464,corner brook,48.9667,-57.9484,-2.97,87,76,0.98,CA,1714203040
465,rahimatpur,17.6,74.2,36.92,22,0,2.52,IN,1714203040
466,woolgoolga,-30.1106,153.2007,19.48,72,0,3.11,AU,1714203041
467,beipiao,41.7919,120.7792,18.0,18,90,6.11,CN,1714203041
468,barkot,30.8167,78.2,27.13,15,69,4.24,IN,1714203042
469,kolosovka,56.4678,73.611,15.62,35,95,6.89,RU,1714203042
470,saldanha,-33.0117,17.9442,20.46,55,3,5.53,ZA,1714203043
471,chebba,35.2372,11.115,18.02,76,1,6.7,TN,1714203043
472,nuuk,64.1835,-51.7216,-0.95,94,100,1.94,GL,1714203044
473,selfoss,63.9331,-20.9971,2.55,53,0,6.0,IS,1714203044
474,champerico,14.3,-91.9167,29.36,70,100,3.63,GT,1714203045
475,taunsa,30.7048,70.6505,31.15,27,48,5.31,PK,1714203046
476,brokopondo,4.75,-55.1667,24.52,91,87,3.19,SR,1714203046
477,derzhavinsk,51.1,66.3167,14.16,25,15,2.94,KZ,1714203047
478,lucerne valley,34.4439,-116.9678,9.68,67,4,7.57,US,1714203047
479,lautoka,-17.6167,177.4667,26.44,88,3,1.19,FJ,1714203048
480,rio gallegos,-51.6226,-69.2181,4.79,62,100,8.74,AR,1714203048
481,pacasmayo,-7.4006,-79.5714,20.97,80,99,3.6,PE,1714203049
482,banda aceh,5.5577,95.3222,30.69,69,100,1.39,ID,1714203049
483,mariehamn,60.0973,19.9348,3.83,80,79,4.49,AX,1714203050
484,malanje,-9.5402,16.341,21.85,61,100,3.15,AO,1714203051
485,aksu,41.1231,80.2644,22.78,22,100,6.89,CN,1714203051
486,severo-yeniseyskiy,60.3725,93.0408,1.29,75,100,4.6,RU,1714203052
487,york,40.1254,-77.0,6.54,73,100,2.29,US,1714203052
488,pucon,-39.2822,-71.9543,6.62,98,100,3.07,CL,1714202756
489,cruzeiro do oeste,-23.785,-53.0733,21.22,84,1,2.37,BR,1714203053
490,sokol,59.4617,40.1206,10.44,87,100,4.83,RU,1714203054
491,lastoursville,-0.8143,12.7287,29.04,71,99,0.31,GA,1714203054
492,ulladulla,-35.35,150.4667,16.92,81,0,4.32,AU,1714203055
493,bechar,31.6167,-2.2167,19.66,22,0,10.84,DZ,1714203055
494,nola,40.922,14.5329,19.37,40,52,0.59,IT,1714203056
495,pangai,-19.8,-174.35,27.26,86,2,4.0,TO,1714203056
496,huanta,-12.9333,-74.25,13.36,79,18,1.07,PE,1714203057
497,port blair,11.6667,92.75,33.66,55,6,1.95,IN,1714203007
498,fairfield,41.2668,-73.3162,5.1,75,0,1.14,US,1714202782
499,shiyan,32.6475,110.7781,28.15,42,100,4.96,CN,1714203059
500,kisanga,-7.4362,37.7034,26.09,82,96,2.57,TZ,1714203059
501,melekeok village,7.4957,134.6367,28.97,81,99,6.26,PW,1714203060
502,cernavoda,44.3667,28.0167,17.82,48,75,3.76,RO,1714203060
503,kendari,-3.945,122.4989,29.79,74,90,2.36,ID,1714203061
504,uyovu,-3.2833,31.5258,20.84,85,93,2.13,TZ,1714203061
505,andilamena,-17.0167,48.5833,23.69,70,86,3.48,MG,1714203062
506,songea,-10.6833,35.65,21.41,65,44,3.68,TZ,1714203062
507,maych'ew,12.7875,39.5422,19.24,48,85,1.13,ET,1714203063
508,downingtown,40.0065,-75.7033,5.95,76,100,2.23,US,1714203063
509,carolina beach,34.0352,-77.8936,17.06,88,28,5.18,US,1714203064
510,pemangkat,1.1667,108.9667,29.8,73,100,1.71,ID,1714203065
511,maebaru-chuo,33.55,130.2,20.69,71,24,1.94,JP,1714203065
512,aldan,58.6031,125.3894,-2.2,69,100,4.26,RU,1714203066
513,hamada,34.8833,132.0833,18.95,73,73,0.97,JP,1714203066
514,tenenkou,14.4572,-4.9169,34.53,9,54,2.84,ML,1714203067
515,decatur,39.8403,-88.9548,18.15,88,100,9.09,US,1714203067
516,hallsberg,59.0657,15.1117,2.11,100,100,1.94,SE,1714203068
517,ebon,4.582,168.6964,28.0,83,100,5.1,MH,1714203068
518,beoumi,7.6736,-5.5764,26.56,84,97,2.74,CI,1714203069
519,langxiang,46.95,128.8833,12.68,30,92,4.36,CN,1714203069
520,madingou,-4.1536,13.55,26.47,80,100,1.25,CG,1714203070
521,bedi,22.5,70.05,33.25,35,24,4.19,IN,1714203071
522,lerwick,60.1545,-1.1494,6.93,77,99,5.17,GB,1714203071
523,sur,22.5667,59.5289,33.24,37,0,4.95,OM,1714203072
524,neryungri,56.6709,124.6491,-2.39,70,100,4.64,RU,1714203072
525,bardai,11.65,7.2333,30.76,45,51,5.5,NG,1714203073
526,chibougamau,49.9168,-74.3659,-1.88,87,4,2.11,CA,1714203073
527,hobyo,5.3505,48.5268,31.95,51,100,2.13,SO,1714203074
528,nizhneangarsk,55.7833,109.55,-0.43,84,98,3.01,RU,1714203074
529,tralee,52.2704,-9.7026,6.07,82,55,1.89,IE,1714203075
530,muromtsevo,56.3724,75.2418,15.4,31,62,5.51,RU,1714203075
531,manchester,53.4809,-2.2374,6.8,74,85,4.59,GB,1714203075
532,susuman,62.7833,148.1667,0.15,89,100,1.86,RU,1714203077
533,kupino,54.3663,77.2981,13.56,23,2,2.4,RU,1714203077
534,buckeye,33.3703,-112.5838,16.92,38,23,4.93,US,1714203078
535,tobol'sk,58.2,68.2667,13.86,44,99,3.78,RU,1714203078
536,ouesso,1.6136,16.0517,30.08,61,97,1.55,CG,1714203079
537,bontang,0.1333,117.5,29.32,73,100,3.64,ID,1714203080
538,nelson bay,-32.7167,152.15,19.29,69,2,3.55,AU,1714203080
539,sint michiel liber,12.15,-68.9833,26.75,82,100,7.82,CW,1714203081
540,paltinoasa,47.55,25.95,14.24,55,20,2.47,RO,1714203081
541,namibe,-15.1961,12.1522,27.37,62,0,0.47,AO,1714203082
542,mezhdurechenskiy,59.6,65.9333,13.1,56,100,4.87,RU,1714203082
543,kuzovatovo,53.5468,47.6866,21.83,49,100,7.24,RU,1714203083
544,kristinestad,62.2743,21.376,1.23,98,100,5.89,FI,1714203084
545,coyhaique,-45.5752,-72.0662,1.89,91,68,5.55,CL,1714203084
546,qianzhou,28.3167,109.7167,24.71,67,100,2.64,CN,1714203085
547,mogadishu,2.0371,45.3438,29.42,70,100,5.71,SO,1714203033
548,belle fourche,44.6714,-103.8522,6.69,92,31,2.59,US,1714203086
549,rawah,34.4816,41.9093,34.42,12,82,3.22,IQ,1714203086
550,haiku-pauwela,20.9219,-156.3051,22.05,85,61,7.92,US,1714203087
551,scarborough,54.2797,-0.4044,7.02,78,97,5.02,GB,1714203087
552,amahai,-3.3333,128.9167,27.39,83,99,1.61,ID,1714203088
553,anse la raye,13.9333,-61.0333,25.98,77,10,5.79,LC,1714203088
554,ancud,-41.8697,-73.8203,6.35,78,12,1.18,CL,1714203089
555,tokmok,42.8417,75.3016,6.2,89,100,5.86,KG,1714203089
556,sultanah,24.4926,39.5857,32.68,19,13,0.73,SA,1714203090
557,sumenep,-7.0167,113.8667,29.6,75,70,5.77,ID,1714203091
558,vega de alatorre,20.0333,-96.6333,26.23,73,11,4.05,MX,1714203091
559,cockburn town,21.4612,-71.1419,24.93,82,100,11.32,TC,1714203092
560,yoloten,37.2989,62.3597,25.87,24,98,6.77,TM,1714203093
561,onega,63.9061,38.1404,1.45,99,100,2.96,RU,1714203093
562,sainte-anne-des-monts,49.124,-66.4924,-1.26,79,10,3.4,CA,1714203094
563,fort mcmurray,56.7268,-111.381,-1.92,56,9,2.35,CA,1714203094
564,nayagarh,20.1333,85.1,44.34,14,0,1.27,IN,1714203095
565,port saint john's,-31.6229,29.5448,20.5,66,77,1.84,ZA,1714203095
